contradiction_id,experiment_id,category,statement,source_a,source_b,resolution,impact
C0089,team_a_current:EXP-066,missing_evidence_or_provenance_gap,The scan predated exp067 V2 and therefore correctly found no canonical latest OOF; exp067 still confirms exact latest OOF remains missing.,experiments/team_a_current/exp_066_latest_delta_compatibility.md,"[""627 NPZ and 83 parquet inspected; canonical latest OOF absent"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/fixed_curves.csv"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/nested_lofo.csv"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/oof_candidates marker referenced by summary"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/summary.json"",""research/strategies/results/LATEST_DELTA_COMPAT_EXP066_A1/test_regime.json""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0090,team_a_current:EXP-067,contradiction_or_documented_tension,Reconstructed numeric predictions match within floating precision but the CSV is not byte-identical; MANIFEST.sha256 has one mismatch for latest/latest_rebuilt.csv.,experiments/team_a_current/exp_067_authoritative_latest_integration.md,"[""artifacts/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/latest_reconstructed.csv (sha256 a9dc2dabdc693cd510c0428c501154898ec11f1e15b0694261471757cae274a1)"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/component_manifest.json"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/oof_status.json"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/reconstruction.json"",""src/authoritative_latest_audit.py"",""test CSV reconstructed; source SHA prefix 7ef5; two canonical OOF components missing; CAP lineage unknown"",""пайплайн сокомандника/latest/components/friend.csv"",""пайплайн сокомандника/latest/components/occ_meta_B.csv"",""пайплайн сокомандника/latest/components/occ_raw_X3.csv"",""пайплайн сокомандника/latest/latest.csv (sha256 7ef5b2c58925bd28c5bc7eb83b9cfd4785c608a0c8b2a6d7a3277730cba8e722)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0091,team_a_current:EXP-067,audit_caveat,"The LB value is explicitly EXTERNALLY_REPORTED and not SHA-bound, so lb remains unknown in the canonical field.",experiments/team_a_current/exp_067_authoritative_latest_integration.md,"[""artifacts/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/latest_reconstructed.csv (sha256 a9dc2dabdc693cd510c0428c501154898ec11f1e15b0694261471757cae274a1)"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/component_manifest.json"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/oof_status.json"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/reconstruction.json"",""src/authoritative_latest_audit.py"",""test CSV reconstructed; source SHA prefix 7ef5; two canonical OOF components missing; CAP lineage unknown"",""пайплайн сокомандника/latest/components/friend.csv"",""пайплайн сокомандника/latest/components/occ_meta_B.csv"",""пайплайн сокомандника/latest/components/occ_raw_X3.csv"",""пайплайн сокомандника/latest/latest.csv (sha256 7ef5b2c58925bd28c5bc7eb83b9cfd4785c608a0c8b2a6d7a3277730cba8e722)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0092,team_a_current:EXP-067,audit_caveat,"The non-V2 and V2 audit directories are partial duplicates: component_manifest, level_audit, and REPORT hashes are identical; V2 changes OOF/reconstruction/summary and is canonical for this audit.",experiments/team_a_current/exp_067_authoritative_latest_integration.md,"[""artifacts/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/latest_reconstructed.csv (sha256 a9dc2dabdc693cd510c0428c501154898ec11f1e15b0694261471757cae274a1)"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/component_manifest.json"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/oof_status.json"",""research/strategies/results/AUTHORITATIVE_LATEST_AUDIT_20260825_160144_V2/reconstruction.json"",""src/authoritative_latest_audit.py"",""test CSV reconstructed; source SHA prefix 7ef5; two canonical OOF components missing; CAP lineage unknown"",""пайплайн сокомандника/latest/components/friend.csv"",""пайплайн сокомандника/latest/components/occ_meta_B.csv"",""пайплайн сокомандника/latest/components/occ_raw_X3.csv"",""пайплайн сокомандника/latest/latest.csv (sha256 7ef5b2c58925bd28c5bc7eb83b9cfd4785c608a0c8b2a6d7a3277730cba8e722)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0093,team_a_current:EXP-068,audit_caveat,known LB text/manifest lacks exact hash binding,experiments/team_a_current/exp_068_recency_ridge_predictions.md,"[""CSV exists; 32 OOF and 6 test helper artifacts absent"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/historical_replay.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/member_manifest.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/nested_lofo.csv"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/summary.json"",""src/recency_ridge_predictions.py"",""пайплайн сокомандника/review_bundles/fixedstack_combo10h_REVIEW_BUNDLE_20260823_054654_extracted/submissions/submission_combo10h_candidate_1_ridge_drop_recent_hurdle_stable18_s075.csv (sha256 95965c33bfe32378227e39ec1e0a792fed19cc29dc73d84b8b83bc0cda447959)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0094,team_a_current:EXP-068,audit_caveat,The historical validation record is explicitly not canonical outer LOFO against latest and is therefore not placed in cv/delta.,experiments/team_a_current/exp_068_recency_ridge_predictions.md,"[""CSV exists; 32 OOF and 6 test helper artifacts absent"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/historical_replay.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/member_manifest.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/nested_lofo.csv"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/summary.json"",""src/recency_ridge_predictions.py"",""пайплайн сокомандника/review_bundles/fixedstack_combo10h_REVIEW_BUNDLE_20260823_054654_extracted/submissions/submission_combo10h_candidate_1_ridge_drop_recent_hurdle_stable18_s075.csv (sha256 95965c33bfe32378227e39ec1e0a792fed19cc29dc73d84b8b83bc0cda447959)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0095,team_a_current:EXP-068,audit_caveat,The public LB family record is not assigned to an exact CSV.,experiments/team_a_current/exp_068_recency_ridge_predictions.md,"[""CSV exists; 32 OOF and 6 test helper artifacts absent"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/historical_replay.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/member_manifest.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/nested_lofo.csv"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/summary.json"",""src/recency_ridge_predictions.py"",""пайплайн сокомандника/review_bundles/fixedstack_combo10h_REVIEW_BUNDLE_20260823_054654_extracted/submissions/submission_combo10h_candidate_1_ridge_drop_recent_hurdle_stable18_s075.csv (sha256 95965c33bfe32378227e39ec1e0a792fed19cc29dc73d84b8b83bc0cda447959)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0096,team_a_current:EXP-068,missing_evidence_or_provenance_gap,"Exact OOF checkpoints, test prediction bank, and raw meta matrices are missing.",experiments/team_a_current/exp_068_recency_ridge_predictions.md,"[""CSV exists; 32 OOF and 6 test helper artifacts absent"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/historical_replay.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/member_manifest.json"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/nested_lofo.csv"",""research/strategies/results/RECENCY_RIDGE_PRED_EXP068_A1/summary.json"",""src/recency_ridge_predictions.py"",""пайплайн сокомандника/review_bundles/fixedstack_combo10h_REVIEW_BUNDLE_20260823_054654_extracted/submissions/submission_combo10h_candidate_1_ridge_drop_recent_hurdle_stable18_s075.csv (sha256 95965c33bfe32378227e39ec1e0a792fed19cc29dc73d84b8b83bc0cda447959)""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0097,independent_global_regime:EXP-057,audit_caveat,"numeric ID collides with team_a_current EXP-057 but hypotheses are unrelated; ID-collision claim is independently visible from exported filenames, not sourced from STATE",experiments/independent_global_regime/exp_057_global_regime_occ.md,"[""9 direct machine artifacts; fold_results.json/support audits and strongest replay registered""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0098,team_a_current:EXP-032-MANIFEST,audit_caveat,duplicate EXP-032 identifier; must not be double-counted,experiments/team_a_current/EXP_032_S04_conditional_fresh_seq.md,"[""manifest only""]",retained without guessing; see experiment FACTS and INTERPRETATION,"metric, verdict, provenance, or reproducibility must be read with the stated caveat"
C0099,"[""team_a_current:EXP-057"",""independent_global_regime:EXP-057""]",unrelated_experiments_share_local_id,EXP-057 names unrelated experiments in parallel namespaces: Production-state reweight; GLOBAL-REGIME-OCC-RANK,independent_global_regime,"[""team_a_current""]",global namespace prefix is mandatory,bare local ID is ambiguous
C0100,"[""team_a_current:EXP-058"",""independent_anniversary:EXP-058""]",unrelated_experiments_share_local_id,EXP-058 names unrelated experiments in parallel namespaces: Dataset-fingerprint probe; Exact anniversary window,independent_anniversary,"[""team_a_current""]",global namespace prefix is mandatory,bare local ID is ambiguous
C0101,ETX-SEQ-MIX,manifested_submission_artifact_missing,submission_ETX_SEQ_mix.csv,unknown,filesystem inventory,file remains marked missing; no substitute inferred,submission recipe cannot be byte-verified from this checkout
C0102,SEQ-AVG3-CLIP-MIX5,manifested_submission_artifact_missing,submission_SEQAVG3_clip289_full5.csv,unknown,filesystem inventory,file remains marked missing; no substitute inferred,submission recipe cannot be byte-verified from this checkout
C0103,TM-CONFLICT-MANIFEST,checksum_mismatch,"outer MANIFEST.sha256 passes 90/91; expected latest_rebuilt hash equals latest reference 7ef5..., actual rebuilt hash a9dc...; numeric predictions agree to 8.88e-16 log error",evidence/teammate_records.jsonl,artifact/manifests inventory,open_documented,see teammate evidence audit
C0104,TM-CONFLICT-FIXED-METRICS,same_name_multiple_results,37 review candidate names have multiple metric signatures as expert pool changed; 36 have 3 versions and 1 has 2,evidence/teammate_records.jsonl,artifact/manifests inventory,normalized_all_versions_retained,see teammate evidence audit
C0105,TM-CONFLICT-F4,ambiguous_lb_binding,primary report says 1.6512012383165489 is best of two F4 uploads without identifying file; tracked ledger rounds and assigns it to mix,evidence/teammate_records.jsonl,artifact/manifests inventory,excluded_from_verified_lb,see teammate evidence audit
C0106,TM-ORPHAN-OLD-BESTBAS,report_only_scores_and_missing_csvs,"ranker_safe and class1_occ scores are constants; diversity tables prove their predictions were loaded, but their CSVs are not preserved; known ridge score has no file binding",evidence/teammate_records.jsonl,artifact/manifests inventory,open_documented,see teammate evidence audit
C0107,not_applicable,validation_protocol_overgeneralization,Раздел «Метрика и валидация — ЕДИНАЯ схема» представляет four-fold wCV 1:2:4:8 как единую схему проекта.,STATE.md,"registry/experiments.jsonl содержит 138 строк и 42 comparison_class: team_b_core использует two-fold decision mean, team_b_alt — single/two-fold temporal protocols, team_a_s2 — отдельные single-fold/analytic protocols, а в team_a_current есть single-fold, half-panel, three-fold, stress и nested-LOFO протоколы.",Схема 1:2:4:8 относится только к совместимому классу team_a_current; остальные числа остаются в своих comparison_class и не смешиваются.,secondary-only; severity=high; used_for_facts=no
C0108,team_a_current:EXP-057,ambiguous_experiment_id_collision,Ненеймспейсный exp_057 однозначно обозначает STATE-REWEIGHT.,STATE.md,registry/id_collisions.jsonl и registry/experiments.jsonl фиксируют второй независимый independent_global_regime:EXP-057 (GLOBAL-REGIME-OCC-RANK); гипотезы и endpoints различны.,"Всегда использовать namespace; team_a_current:EXP-057 и independent_global_regime:EXP-057 — разные эксперименты, не дубликаты.",secondary-only; severity=high; used_for_facts=no
C0109,team_a_current:EXP-058,ambiguous_experiment_id_collision,Ненеймспейсный exp_058 однозначно обозначает dataset-fingerprint probe.,STATE.md,registry/id_collisions.jsonl и registry/experiments.jsonl фиксируют второй независимый independent_anniversary:EXP-058 (Exact anniversary window); гипотезы и протоколы не связаны.,"Всегда использовать namespace; team_a_current:EXP-058 и independent_anniversary:EXP-058 — разные эксперименты, не дубликаты.",secondary-only; severity=high; used_for_facts=no
C0110,team_a_current:EXP-015,leaderboard_score_to_submission_binding_overstatement,LB-хронология приводит f4 = 1.6512012 как обычную подтверждённую точку.,STATE.md,"registry/experiments.jsonl и evidence/primary_reports_records.jsonl: score 1.6512012383165489 записан как best_of_two, но primary report не связывает его ни с одним из двух F4 submission-файлов; leaderboard/chronology.jsonl поэтому не включает эту строку.",Хранить score как report-only experiment-level claim с ambiguous filename; не включать в подтверждённую filename↔score chronology.,secondary-only; severity=high; used_for_facts=no
C0111,team_a_current:EXP-051,collapsed_stage_verdicts,EXP-051 сведён к единому вердикту «CASE B PASS; submission создан».,HISTORY.md,"registry/experiments.jsonl и evidence/primary_reports_records.jsonl разделяют два gate: summary_oof.json сохраняет REJECT/PROMOTE_TO_PRODUCTION=NO для primary nested endpoint, а production-support artifact даёт PASS для fixed 0.05 и подтверждает созданный submission.",Сохранять оба факта отдельно: research/nested verdict и production-support/fixed-weight verdict отвечают на разные вопросы.,secondary-only; severity=medium; used_for_facts=no
C0112,team_a_current:EXP-014,stale_final_solution_label,S1-DIST-MIX с public LB 1.6507774106 назван финальным решением проекта.,README.md,leaderboard/chronology.jsonl и registry/experiments.jsonl содержат более поздние repository-linked SEQ-01-MIX 1.6501763727 (EXP-025) и STRONGEST-CURRENT 1.6496571 (EXP-037); EXP-067 отдельно хранит ещё более поздний external/unbound score claim.,"S1-DIST-MIX — исторический baseline/ancestor, а не финальная точка всей реконструированной хронологии.",secondary-only; severity=medium; used_for_facts=no
C0113,not_applicable,validation_protocol_overgeneralization,"Валидация описана как единая для всех экспериментов, а любые два прогона объявлены сопоставимыми по определению.",README.md,"registry/experiments.jsonl содержит 42 comparison_class и явно маркирует single-fold, half-panel, stress, teammate, team_b_core, team_b_alt и S2 endpoints как различные или incomparable.","Сопоставимость определяется comparison_class, fold set, panel и metric endpoint, а не общей документационной декларацией.",secondary-only; severity=high; used_for_facts=no
C0114,not_applicable,experiment_log_completeness_overstatement,"experiments/ назван единым полным журналом: каждый прогон имеет строку log.csv и карточку, log.csv содержит все прогоны.",experiments/README.md,"registry/registry_build_summary.json: 124 primary report rows и 138 central registry rows; registry/run_metrics.csv: 1134 metric records; machine manifests дают только 86 manifest rows. Ветки team_b, team_a_s2, independent и teammate review не образуют один полный log.csv.","log.csv считать одним из manifests, но не полным registry; центральный registry объединяет карточки, branch evidence и artifact-derived run units.",secondary-only; severity=high; used_for_facts=no
C0115,team_a_current:EXP-004,wrong_baseline_and_verdict,S1-E03a (L=180 relaxed) помечен ACCEPT с wCV 1.76064.,experiments/README.md,"Primary report normalization in registry/experiments.jsonl sets parent baseline EXP-003 S1-E02 and records E03a=1.76787, delta +0.00605 versus that baseline, status mixed_negative; the 1.76064 wCV is not evidence of improvement over the correct dense-cutoff baseline.","Хранить E03a как negative/mixed arm relative to S1-E02; его 0.10 ensemble use is a separate safeguard role, not acceptance as a standalone replacement.",secondary-only; severity=high; used_for_facts=no
C0116,team_a_current:EXP-025,stale_current_solution_label,Раздел Current winning pipeline называет SEQ-01-MIX текущим победителем.,experiments/README.md,Тот же документ уже перечисляет STRONGEST-CURRENT; primary EXP-037 and leaderboard/chronology.jsonl bind STRONGEST-CURRENT to later score 1.6496571 versus SEQ-01-MIX 1.6501763727.,SEQ-01-MIX остаётся ancestor/baseline; current label снят в нормализованной chronology.,secondary-only; severity=medium; used_for_facts=no
C0117,independent_anniversary:EXP-058,diagnostic_claim_invalidated_by_controlled_experiment,Exact anniversary window объявлен top bet с diagnostic lookup gain -0.0139 и ожидаемым strong-model upside 0.0014–0.0028 или выше.,experiments/INDEPENDENT_STAGE1_FINDINGS.md,"Later controlled primary/machine experiment reports REAL−base mean -0.001139, REAL−shuffled -0.000674 (ниже gate), REAL−shifted +0.000390 (shifted control лучше real на обеих halves); final status rejected.",Lookup оставить только как pre-experiment diagnostic; controlled real-vs-shuffled/shifted result is the canonical verdict for the tested implementation.,secondary-only; severity=high; used_for_facts=no
C0118,team_a_current:EXP-002,diagnostic_projection_conflicts_with_direct_model_test,Reconstruct three-block training population назван top-3 bet с ожидаемым улучшением 0.001–0.003.,experiments/INDEPENDENT_STAGE1_FINDINGS.md,Primary EXP-002 directly changes train panel from 1 block to 3 blocks under the same 4-fold protocol: score worsens by +0.00102 and loses 0/4; status rejected.,Selection diagnostics не являются model-CV delta; для exact train-panel implementation каноничен отрицательный EXP-002 result.,secondary-only; severity=high; used_for_facts=no
C0119,independent_global_regime:EXP-057,hypothesis_projection_not_supported_by_later_control,Global monetization regime × user state listed as potentially meaningful 0.001–0.003 source.,experiments/INDEPENDENT_STAGE1_FINDINGS.md,"Later placebo-controlled GLOBAL-REGIME-OCC-RANK machine evidence: final GLOBAL−BASE +0.000057473, 0/4; GLOBAL also worse than PLACEBO; exact X3/latest endpoint remains unavailable. Status rejected.",Preflight regime statistics remain diagnostics; the tested 140-feature occurrence implementation is recorded negative and incomparable to the missing exact latest endpoint.,secondary-only; severity=medium; used_for_facts=no
C0120,independent_renewal:EXP-027,diagnostic_projection_not_supported_by_later_model_test,Renewal phase is listed as potentially meaningful 0.001–0.003 source based on lookup gain -0.0072.,experiments/INDEPENDENT_STAGE1_FINDINGS.md,Later RENEWAL-01 machine evidence: new clock AUC 0.841062 versus existing occurrence 0.845515; replacement LOFO -0.000416 and incremental meta effect -0.000111 miss the project gate; status rejected_stop.,Lookup remains mechanism evidence only; the concrete clock implementation is negative/under-gate and does not close every possible renewal representation.,secondary-only; severity=medium; used_for_facts=no
C0121,team_a_current:EXP-037,stale_or_wrong_family_status,S13 ETX is marked DEPRIORITIZED because S08/S10 gates were not passed.,research/README.md,"Primary EXP-036 continues ETX as coauthor; EXP-037 accepts ETX-AVG3 in STRONGEST-CURRENT, wCV 1.7475098627 and repository-linked LB 1.6496571.",ETX replacement and ETX coauthor roles remain separate; coauthor branch is accepted and deployed in the historical strongest package.,secondary-only; severity=high; used_for_facts=no
C0122,not_applicable,validation_protocol_overgeneralization,Protocol section calls one four-fold scheme «единый для всех экспериментов».,research/strategy_1_results.md,"Central registry contains 42 comparison_class across team_a_current, S2, team_b_core, team_b_alt, independent and teammate review; even team_a_current includes half-panel, single-fold, stress and nested variants.",Read the section as Strategy-1 protocol only; comparisons outside its exact fold/panel/metric class are incomparable.,secondary-only; severity=high; used_for_facts=no
C0123,team_a_current:EXP-004,incorrect_baseline_for_causal_delta,"The experiment ladder reports S1-E03a delta -0.00092 to B0, which visually supports MODIFY despite being a child of dense-cutoff S1-E02.",research/strategy_1_results.md,Primary normalized lineage sets parent_baseline=EXP-003 S1-E02; E03a 1.76787 versus S1-E02 1.76182 is +0.00605 (worse). The -0.00092 number only compares to the obsolete weaker B0 1.76879.,"Keep both arithmetic comparisons labeled, but use S1-E02 as the parent baseline and negative verdict for the depth change.",secondary-only; severity=high; used_for_facts=no
C0124,team_a_current:EXP-002,proposed_foundation_contradicted_by_direct_experiment,The proposed foundation applies the three-block panel to training for all branches and assigns it High expected value.,research/strategy_comparison.md,"Primary EXP-002 is the direct same-protocol test: +0.00102 worse, 0/4 folds positive, rejected.",Three-block remains the validation/test population rule; the tested training-panel replacement is rejected.,secondary-only; severity=high; used_for_facts=no
C0125,team_a_current:EXP-004,proposed_foundation_contradicted_by_direct_experiment,The proposed foundation fixes history length L=180 and removes uncapped/long features for all branches.,research/strategy_comparison.md,"Primary EXP-004: E03a L=180 is +0.00605 versus dense S1-E02; dropping long features is +0.00732 on its two-fold comparison. Later S1-BEST uses capped model only at weight 0.10, not as universal base.","L=180 is a distinct safeguard component/negative standalone arm, not the common baseline.",secondary-only; severity=high; used_for_facts=no
C0126,team_a_current:EXP-016,metric_transfer_conflation,R10 asserts LB delta ≈1.13–1.20× OOF delta and uses it to project neural-strategy LB gains.,research/strategy_NN_report.md,"Primary EXP-016 separates OOF-cal and wCV transfer, shows the 0.64 asymmetry was a metric artifact and records materially variable transfer; research/strategies/STRATEGIES_INDEX.md itself notes R10 was cancelled. Later EXP-037 observes about 0.564 for its sequence-member transfer.",Do not use R10 as a universal conversion; retain each OOF/wCV/LB endpoint separately and only compare within matched protocols.,secondary-only; severity=high; used_for_facts=no
C0127,team_a_current:EXP-014,single_fold_projection_not_reproduced_at_full_protocol,The one-fold N12 distribution-head gain -0.00396 is projected to -0.004…-0.006 LB if reproduced.,research/strategy_NN_report.md,Primary four-fold EXP-014 reports distribution head -0.00145 versus E10 calibrated OOF and ensemble -0.00071 versus S1-BEST; the same research index later summarizes that N12 weakened about 2.7× on the battle baseline.,Keep N12 as one-fold diagnostic; canonical measured effect is the four-fold EXP-014 result and its repository-linked submission score.,secondary-only; severity=medium; used_for_facts=no
C0128,team_a_current:EXP-067,dated_artifact_absence_claim_superseded,The latest 1.6492175622 blend file and exact recipe are said to be absent from the repository.,пайплайн сокомандника/provenance/PROJECT_STATE_AFTER_PHASE11.md,Later EXP-067 V2 and evidence/teammate_lb_audit.md locate latest/latest.csv (SHA 7ef5b2c5…e722) and rebuild it from 0.12 friend + 0.16 occ_meta_B + 0.72 occ_raw_X3 with max log error 8.88e-16. The LB event remains external and not SHA-bound.,Update artifact/recipe status to present and test-reproducible; keep LB provenance unresolved and canonical OOF missing.,secondary-only; severity=medium; used_for_facts=no
