experiment_id,namespace,local_id,canonical_name,family_inferred,date_reported,hypothesis_reported,change_reported,facts_reported,interpretation_reported,config_reported,cv_candidate,delta_candidate,lb_candidate,runtime_candidate,verdict_reported,source_ref,source_path,clean_evidence_path,sha256,evidence_tier
team_b_core:exp_016,team_b_core,exp_016,exp_016 — G15 num_leaves 31,calibration_and_postprocessing,2026-08-13,Уменьшить `num_leaves` с 63 до 31 при accepted calibration delta `-0.17`. Более простые деревья могут лучше обобщать на сезонно нестабильных фолдах.,Менялся только `num_leaves=31` в LightGBM; после reject код возвращён к `num_leaves=63`.,"- CV по фолдам: fold1 `1.675483`, fold2 `1.741984`, fold3 `1.745577`
- CV mean: `1.708734` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: улучшение mean `0.000003`, ниже порога. Практически эквивалентно exp_015.","LightGBM, `num_leaves=31`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708734,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_016_num_leaves31.md,experiments/team_b_core/exp_016_num_leaves31.md,bb6306ce55b68617023a8dc117e2170c29137c0fcd2de73abb82e049e22cf75d,7_primary_experiment_report
team_b_core:exp_017,team_b_core,exp_017,exp_017 — G15 min_data_in_leaf 50,calibration_and_postprocessing,2026-08-13,Уменьшить `min_data_in_leaf` со 100 до 50 при accepted calibration delta `-0.17`. Более мелкие листья могут лучше ловить активных покупателей.,Менялся только `min_data_in_leaf=50`; после reject код возвращён к `min_data_in_leaf=100`.,"- CV по фолдам: fold1 `1.675182`, fold2 `1.742082`, fold3 `1.746053`
- CV mean: `1.708632` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: улучшение mean `0.000105`, ниже порога. Fold3 дополнительно ухудшился, сезонный риск не снижен.","LightGBM, `min_data_in_leaf=50`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708632,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_017_min_leaf50.md,experiments/team_b_core/exp_017_min_leaf50.md,e3f171c7d65bceac5c6b2f025adfcfbcb5fe847b4a5e17fac0c892e39db1bd13,7_primary_experiment_report
team_b_core:exp_018,team_b_core,exp_018,exp_018 — G15 min_data_in_leaf 300,calibration_and_postprocessing,2026-08-13,Увеличить `min_data_in_leaf` со 100 до 300 при accepted calibration delta `-0.17`. Более крупные листья могут снизить overfit и стабилизировать fold3.,Менялся только `min_data_in_leaf=300`; после reject код возвращён к `min_data_in_leaf=100`.,"- CV по фолдам: fold1 `1.675569`, fold2 `1.741998`, fold3 `1.745498`
- CV mean: `1.708783` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: mean хуже exp_015 на `0.000046`. Fold3 чуть лучше exp_015, но основные фолды не улучшаются.","LightGBM, `min_data_in_leaf=300`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708783,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_018_min_leaf300.md,experiments/team_b_core/exp_018_min_leaf300.md,73ecfc771f66f22e5b7d43fb35d38c1788235578ed21ea2e0437c5a3cc4e3411,7_primary_experiment_report
team_b_core:exp_019,team_b_core,exp_019,exp_019 — G15 num_leaves 127,calibration_and_postprocessing,2026-08-13,Увеличить `num_leaves` с 63 до 127 при accepted calibration delta `-0.17`. Более широкие деревья могут поймать нелинейности в сегментах покупателей.,Менялся только `num_leaves=127`; после reject код возвращён к `num_leaves=63`.,"- CV по фолдам: fold1 `1.676099`, fold2 `1.742363`, fold3 `1.746190`
- CV mean: `1.709231` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: mean хуже exp_015 на `0.000494`, все основные фолды хуже.","LightGBM, `num_leaves=127`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.709231,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_019_num_leaves127.md,experiments/team_b_core/exp_019_num_leaves127.md,ce725f69d8eeaae4b771bc25226a95c85cbd12052518e30cf4a5c7a63db1b35f,7_primary_experiment_report
team_b_core:exp_020,team_b_core,exp_020,exp_020 — G15 learning_rate 0.03,calibration_and_postprocessing,2026-08-13,Снизить `learning_rate` с 0.05 до 0.03 при accepted calibration delta `-0.17`. Более плавное обучение может дать чуть лучший early-stopping optimum.,Менялся только `learning_rate=0.03`; после reject код возвращён к `learning_rate=0.05`.,"- CV по фолдам: fold1 `1.675434`, fold2 `1.741833`, fold3 `1.745412`
- CV mean: `1.708634` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: улучшение mean `0.000103`, ниже порога. Это лучшая из одиночных G15-точек, но недостаточная.","LightGBM, `learning_rate=0.03`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708634,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_020_lr003.md,experiments/team_b_core/exp_020_lr003.md,b7695ba610233f452f3ccca8899c651c7c378c673c9eacea3a35de6368be55d6,7_primary_experiment_report
team_b_core:exp_021,team_b_core,exp_021,exp_021 — G15 lr003 leaves31 minleaf50,calibration_and_postprocessing,2026-08-13,"Проверить комбинированную точку G15: `learning_rate=0.03`, `num_leaves=31`, `min_data_in_leaf=50` при accepted calibration delta `-0.17`.",Менялась одна grid-точка параметров; после reject код возвращён к параметрам exp_015.,"- CV по фолдам: fold1 `1.674992`, fold2 `1.741626`, fold3 `1.745317`
- CV mean: `1.708309` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: улучшение mean `0.000428`, ниже порога. Это лучший tuning-вариант, но его недостаточно для accepted-изменения.","LightGBM, `learning_rate=0.03`, `num_leaves=31`, `min_data_in_leaf=50`, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708309,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_021_g15_combo.md,experiments/team_b_core/exp_021_g15_combo.md,ee579b4646b42241817a19fe5623fc4c57b9dbafc36d6a1356a514261f41cc7b,7_primary_experiment_report
team_b_core:exp_022,team_b_core,exp_022,exp_022 — G6 classifier probability feature boosting,target_decomposition_and_hurdle,2026-08-13,Проверить второй вариант G6 из PLAN.md: обучить classifier `P(y>0)` и добавить вероятность как дополнительный признак в обычную LGBM-регрессию.,Менялась только модельная схема в `src/train.py`: classifier → `cls_positive_prob` → регрессор. После reject код возвращён к exp_015.,"- CV по фолдам: fold1 `1.677786`, fold2 `1.745313`, fold3 `1.749852`
- CV mean: `1.711550` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли",Reject: оба основных фолда хуже exp_015. Вероятность `P(y>0)` как in-sample feature не решает конфликт между перепрогнозом нулей и недопрогнозом покупателей.,"LightGBM classifier + baseline LightGBM regressor, `CALIBRATION_DELTA=-0.17`, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.71155,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_022_classifier_feature.md,experiments/team_b_core/exp_022_classifier_feature.md,9ad42dc1f38c501f2b7c0dd609f7b51ddad50fcc77ac318eac29e6ca04301a2c,7_primary_experiment_report
team_b_core:exp_023,team_b_core,exp_023,exp_023 — G13 CatBoost blend diagnostic,ensembles_and_stacking,2026-08-13,"Проверить второй вариант G13: CatBoostRegressor на `log1p(y)` и blend с accepted calibrated LightGBM в log-пространстве. CatBoost может дать ошибки, отличающиеся от LightGBM.",Код не менялся; диагностический расчёт запускался inline на cached datasets. CatBoost уже есть в `requirements.txt` и `.venv`.,"- CV по фолдам для best blend: fold1 `1.674957`, fold2 `1.740600`, fold3 не прогоняли
- CV mean: `1.707779` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: improvement `0.000959`, ниже порога. CatBoost alone с delta `-0.16` дал mean `1.708933`; best blend weight LGBM `0.5`.","CatBoostRegressor `depth=6`, `learning_rate=0.05`, `iterations=2000`, early stopping 200; LightGBM exp_015; folds 1–2, seed из `src/config.py`.",1.707779,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_023_catboost_blend.md,experiments/team_b_core/exp_023_catboost_blend.md,c5505f729ed7a32a9ec58123469325edfcf2ddffcf44e485883b737d62d460ce,7_primary_experiment_report
team_b_core:exp_024,team_b_core,exp_024,exp_024 — post-G14 extra diagnostics,ensembles_and_stacking,2026-08-13,"После accepted calibration проверить дешёвые постобработки и разнородные blends: segmented calibration, naive blends, XGBoost blend и thresholding малых предсказаний.",Код не менялся; расчёты запускались inline на cached datasets.,"- `rec_buy` segmented calibration: fold1 `1.675442`, fold2 `1.741799`, mean `1.708621`
- `w365_gmv` decile calibration: fold1 `1.675252`, fold2 `1.741765`, mean `1.708509`
- naive30/naive90 log blends: best weight LGBM `1.0`, mean `1.708737`
- XGBoost blend: fold1 `1.674912`, fold2 `1.741379`, mean `1.708145`
- thresholding low predictions: best threshold `0`, mean `1.708737`
- LB: не отправляли","Reject: лучшая extra diagnostic (`XGBoost` blend) улучшила exp_015 только на `0.000592`, ниже порога. Пост-G14 локальный прогресс упёрся в шумовые улучшения.","Accepted LightGBM exp_015; XGBoost `max_depth=6`, `learning_rate=0.05`, `n_estimators=2000`, hist tree method; folds 1–2, seed из `src/config.py`.",unknown,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_024_post_g14_diagnostics.md,experiments/team_b_core/exp_024_post_g14_diagnostics.md,3d3ded74f3b8472cb53b68c79b8f166505af4d513045867027f5afe971a0c0bc,7_primary_experiment_report
team_b_core:exp_025,team_b_core,exp_025,exp_025 — backlog funnel conversion features,behavioral_and_btyd,2026-08-13,"Добавить признаки воронки search→cart→order по окнам 30/90/all: conversion rates, cart→order rate, дни с successful search-to-cart/search-to-order.",Добавлялись только новые `funnel_*` признаки в конец `FEATURES` через `build_features`; после reject код возвращён к exp_015.,"- CV по фолдам: fold1 `1.675062`, fold2 `1.742066`, fold3 `1.745565`
- CV mean: `1.708564` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: улучшение mean `0.000173`, ниже порога. Фичи немного помогают fold1, но не дают достаточного сдвига к целевой зоне.","LightGBM exp_015, `CALIBRATION_DELTA=-0.17`, новые `funnel_*` признаки, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708564,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_025_funnel.md,experiments/team_b_core/exp_025_funnel.md,4688b6b060baa1ce43cb0fe6a7b3601bb322643352414bbffa09c2fed7177ddc,7_primary_experiment_report
team_b_core:exp_026,team_b_core,exp_026,exp_026 — backlog activity trend last7/prev7,temporal_and_calendar,2026-08-13,"Добавить признаки тренда активности: последние 7 дней против предыдущих 7 по GMV, orders, carts, searches и presence.",Добавлялись только новые `act_*` признаки в конец `FEATURES` через `build_features`; после reject код возвращён к exp_015.,"- CV по фолдам: fold1 `1.675181`, fold2 `1.741882`, fold3 `1.745876`
- CV mean: `1.708532` (лучший на момент: exp_015, `1.708737`)
- LB: не отправляли","Reject: улучшение mean `0.000205`, ниже порога. Fold3 дополнительно ухудшился.","LightGBM exp_015, `CALIBRATION_DELTA=-0.17`, новые `act_*` признаки, folds 1–2 для решения, fold3 справочно, seed из `src/config.py`.",1.708532,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_026_activity_trend.md,experiments/team_b_core/exp_026_activity_trend.md,e7496a33dc44e6c11c10ac26bfb7247e81e34d05431304ba6181ba8861351041,7_primary_experiment_report
team_b_core:exp_028,team_b_core,exp_028,exp_028 — G6 log-space hurdle with threshold,target_decomposition_and_hurdle,2026-08-13,"Проверить исправленную двухстадийную схему: classifier даёт `p = P(y>0)`, positive-regressor даёт `m_log = log1p(y)` для покупателей, итог считается в log-пространстве `log_pred = p * m_log`, затем `pred = expm1(log_pred).clip(0)`. Дополнительно подобрать порог `p`: если вероятность покупки ниже порога, прогноз зануляется, чтобы не перепрогнозировать настоящие нули.","Код пайплайна не менялся; диагностический прогон использовал 50 baseline-признаков, чтобы не смешивать результат с незавершёнными lag-признаками exp_027.","- CV по фолдам с единым порогом `0.08`: fold1 `1.689540`, fold2 `1.742963`, fold3 `1.732212`
- CV mean: `1.716251` (baseline exp_001 `1.717017`, локальный exp_015 `1.708737`)
- LB: не отправляли","Reject: улучшение к baseline всего `0.000766`, ниже порога `0.005`, а относительно локального exp_015 результат хуже. Порог почти не влияет: без порога mean `1.716259`, с лучшим общим порогом `1.716251`; classifier почти не даёт очень маленьких вероятностей, поэтому зануляется слишком мало пользователей.","LightGBM classifier + LightGBM positive-regressor, baseline 50 features, folds 1–2 для решения, fold3 справочно, threshold grid `0.00..0.80` step `0.01`, seed из `src/config.py`.",1.716251,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_028_hurdle_log_threshold.md,experiments/team_b_core/exp_028_hurdle_log_threshold.md,01987568deefd10a3103fa3bd5d7b8512fb38e07d367d37239d84126709246bf,7_primary_experiment_report
team_b_core:exp_029,team_b_core,exp_029,exp_029 — variance predictability for hurdle,target_decomposition_and_hurdle,2026-08-13,"Добавить один признак предсказуемости пользователя: сумма относительной вариативности gmv, вариативности интервалов покупок и вариативности активности. Идея: если пользователь стабилен, classifier `P(y>0)` должен быть полезнее; если поведение шумное, модель должна сама научиться меньше доверять жёсткому разделению.","В `src/features.py` добавлен новый признак `var_predictability`, который считается из уже построенных признаков `w365_lgmv_std`, `w365_lgmv_mean`, `buygap_cv`, `gap_cv`. Диагностический CV считался на baseline 50 features + `var_predictability`.","- CV по фолдам с лучшим общим порогом `0.06`: fold1 `1.689357`, fold2 `1.742964`, fold3 `1.732228`
- CV mean: `1.716161` (exp_028 `1.716251`, baseline exp_001 `1.717017`, локальный exp_015 `1.708737`)
- LB: `E_hurdle` = `1.65841662470559`","Локально reject по автоматическому правилу: улучшение к exp_028 всего `0.000091`, к baseline `0.000856`; это ниже порога `0.005` и хуже локального exp_015. Но LB оказался лучше baseline (`1.65841662470559` против `1.6615`), поэтому признак и файл оставлены как полезный LB-кандидат.","LightGBM classifier + LightGBM positive-regressor, baseline 50 features + `var_predictability`, folds 1–2 для решения, fold3 справочно, threshold grid `0.00..0.80` step `0.01`, seed из `src/config.py`.",1.716161,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_029_variance_predictability_hurdle.md,experiments/team_b_core/exp_029_variance_predictability_hurdle.md,61b126cf5807bfdec7450b7e19bed40efac807b722941d58f83fb38b1ff40df8,7_primary_experiment_report
team_b_core:exp_030,team_b_core,exp_030,exp_030 — submit seasonality coefficient diagnostic,temporal_and_calendar,2026-08-13,"Для боевого окна `2026-02-14..2026-03-15` нельзя использовать отрицательную калибровку, подобранную на январской валидации. Можно оценить сезонный множитель по прошлому году: отношение GMV окна `2025-02-14..2025-03-15` к GMV окна `2025-01-14..2025-02-12`, потому что submit-модель учится на label-окне `2026-01-14..2026-02-12`, а предсказывает `2026-02-14..2026-03-15`.",Код обучения не менялся; подготовлены submit-кандидаты из exp_029 с мультипликативными сезонными коэффициентами `1.1678` и `1.12` в денежной шкале.,"- CV по фолдам: NA (коэффициент target-specific, локальные year-ago окна для фолдов неполные из-за старта данных 2025-01-01)
- CV mean: NA
- LB: `F_hurdle` = `1.6566618522758063`; `G_hurdle` = `1.6561975700155196`","Diagnostic confirmed by LB: коэффициент `1.1678` рассчитан без лукапа, из доступного 2025 года, и улучшил `E_hurdle`; вариант `1.12` оказался ещё лучше. Текущий лучший LB: `G_hurdle_variance_exp029_season_1_12.csv` со score `1.6561975700155196`.",Base file: `E_hurdle_variance_exp029.csv`; season coefficient `GMV(2025-02-14..2025-03-15) / GMV(2025-01-14..2025-02-12) = 1.1678007837`; outputs `F_hurdle_variance_exp029_season_yoy_1_168.csv` and `G_hurdle_variance_exp029_season_1_12.csv`.,unknown,unknown,unknown,unknown,unknown,origin/team-b-B2,experiments/exp_030_submit_season_yoy_coefficient.md,experiments/team_b_core/exp_030_submit_season_yoy_coefficient.md,cb69a79c0ea21979b53813c3cc19abcd3c8fc78ded943c37592b9fd7947d9d75,7_primary_experiment_report
team_b_core:exp_031,team_b_core,exp_031,exp_031 — G4 recheck: multi-cutoff 8x14d на δ=0,train_example_construction,2026-08-13,"Перепроверка exp_005 (multi-cutoff reject) на честном δ=0 и ровно тех же 50 признаках из HEAD: 8 обучающих cutoff'ов с шагом 14 дней, все ≤ val_cutoff − 30 дней, датасеты из кэша.",unknown,"- fold1 `1.691941` (baseline `1.690608`), fold2 `1.742140` (baseline `1.743426`), fold3 `1.733246` (baseline `1.732506`)
- CV mean(1,2): `1.717040` против baseline `1.717017` → Δ = −0.000023","Reject, подтверждён вывод exp_005: простой multi-cutoff 8x14d — шум (знаки дельт по фолдам разные). Структура ошибки не изменилась: fold1 y=0 → 52.5% SLE (было 51.7%). Сам по себе multi-cutoff не лечит сезонный сдвиг тест-окна.",unknown,1.71704,unknown,unknown,unknown,reject,origin/team-b-B2,experiments/exp_031_multicutoff.md,experiments/team_b_core/exp_031_multicutoff.md,5935472de59ed1ee4c9357c0c1fffcb235f067d54bcc58a2dc93efe0b5021697,7_primary_experiment_report
team_b_core:exp_032,team_b_core,exp_032,exp_032 — C: delta-modeling (поправка к naive30),other_or_unknown,2026-08-13,"Таргет = `log1p(y) − log1p(w30_gmv + 1)`; модель учит поправку к наивному прогнозу, финал = `expm1(log1p(w30_gmv+1) + поправка)`.",unknown,"- fold1 хуже (см. лог), fold2 `1.746123` (baseline `1.743426`), fold3 `1.734228` (baseline `1.732506`)
- CV mean(1,2): `1.720406` против baseline `1.717017` → Δ = −0.003389","Reject: хуже на всех фолдах. Переформулировка таргета как поправки к naive30 не помогает — модель и так использует `w30_gmv` как сильнейший признак, явная декомпозиция только добавляет смещение.",unknown,1.720406,1.746123,unknown,unknown,reject,origin/team-b-B2,experiments/exp_032_delta_model.md,experiments/team_b_core/exp_032_delta_model.md,5b93a934f0c19d07501b2d2eea039e14737cef1e1ce90cd437c031fedc4edd01,7_primary_experiment_report
team_b_core:exp_033,team_b_core,exp_033,exp_033 — submit-кандидат: multi-cutoff с весенними cutoff'ами 2025,train_example_construction,2026-08-13,Тест-окно 2026-02-14..03-15 — «весеннее» (y=0 ≈ 60% против 44–46% на зимних фолдах). Ни один фолд не имитирует тест. Единственный способ дать модели весенние таргеты — обучающие cutoff'ы февраля–марта 2025.,unknown,"- Локальная валидация НЕВОЗМОЖНА (нет весеннего val-окна) — чистый LB-кандидат.
- Доли y=0 обучающих окон: весенние 59.4–59.9%, зимние 41.9–46.0% — подтверждает мотивацию.
- pred_mean=35.64, топ-признак по gain: `w365_buyday_rate`.","**LB-проба состоялась: `1.6599`** (baseline δ=0 = `1.6615`, заявленный лучший G_hurdle = `1.6562`). Весеннее обучение дало +0.0016 к baseline на бою — гипотеза подтверждена слабо. Направление развивается в PLAN.md (программа сезонного переноса).

Риск: признаки весенних cutoff'ов посчитаны по 1.5–2.5 месяцам истории (короткий tenure), распределение признаков отличается от теста — эффект непредсказуем.",unknown,unknown,unknown,unknown,unknown,unknown,origin/team-b-B2,experiments/exp_033_spring_submit.md,experiments/team_b_core/exp_033_spring_submit.md,f1c92e369c7ac2bee4bac93da10da5995b2fd6bc71d12e782e6b55f7a52bce3e,7_primary_experiment_report
team_b_core:exp_034,team_b_core,exp_034,exp_034 — A1 temporal ensemble,ensembles_and_stacking,2026-08-13,"Усреднение в log-пространстве single-cutoff LightGBM-моделей, обученных на соседних cutoff'ах, может снизить дисперсию предсказаний без смешивания сезонов в одном трейне. Это проверяет A1 из `PLAN.md` и отличается от отвергнутого multi-cutoff обучения.","Добавлен `src/temporal_ensemble.py`: 3 соседних train cutoff'а на fold, log-average предсказаний.","- CV temporal по фолдам: fold1 `1.700107`, fold2 `1.742105`, fold3 `1.731667`.
- CV central в том же прогоне: fold1 `1.690241`, fold2 `1.743442`, fold3 `1.732848`.
- CV mean(1,2): temporal `1.721106`, central `1.716842`, разница `+0.004264`.
- CV mean(1,2,3): temporal `1.724626`, central `1.722177`, разница `+0.002449`.
- LB: не отправляли.","Reject. Fold2/fold3 слегка выигрывают, но fold1 деградирует на `0.009866`; по протоколу fold1 важнее как более похожий на тест. Error-analysis fold1 показывает усиление перепрогноза нулей: `y=0` даёт `54.5%` SLE, rec_buy `15_60` остаётся `41.9%` SLE.","LightGBM из `src/train.py`, seed из `src/config.py` (`42`), `CALIBRATION_DELTA=0.0`. Cutoff'ы: fold1 `2025-11-17,2025-12-01,2025-12-15`; fold2 `2025-10-18,2025-11-01,2025-11-15`; fold3 `2025-09-18,2025-10-02,2025-10-16`.",unknown,0.004264,unknown,unknown,reject,origin/team-b-B2,experiments/exp_034_temporal_ensemble.md,experiments/team_b_core/exp_034_temporal_ensemble.md,4e37a0b45d7156fc97855a3b90dd0f47fd2d63dfed53a3a20733be31c8c4c418,7_primary_experiment_report
team_b_alt:exp_001,team_b_alt,exp_001,exp_001 — baseline,train_example_construction,2026-08-11,"Простые агрегаты пользовательской активности до cutoff уже должны дать рабочую точку отсчёта. Для baseline используем суммы, средние, максимумы и оконные агрегаты за 7/14/30/60/120 дней, а target считаем как будущий `gmv` за 30 дней.",Реализованы `build_features(cutoff_date)` и первый train pipeline на `HistGradientBoostingRegressor` с `log1p` таргетом.,"- CV по фолдам: validation cutoff 2026-01-15
- CV mean: RMSE 244.596747, MAE 65.626454, RMSLE 1.711195
- LB: не отправляли",Нейтрально: baseline успешно обучается и даёт воспроизводимую отправную точку. После уточнения условий соревнования главным ориентиром считаем RMSLE.,"Модель: `HistGradientBoostingRegressor(loss=""squared_error"", learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05)`. Train cutoffs: 2025-10-01, 2025-11-01, 2025-12-01. Validation cutoff: 2026-01-15. Test cutoff для сабмита: 2026-02-14. Seed: 42 из `config.py`.",unknown,unknown,unknown,unknown,нейтрально,origin/team-b-strategy-1-impl,experiments/exp_001_baseline.md,experiments/team_b_alt/exp_001_baseline.md,4b62cae95e0f53b13b68bbf4650769c52db5bd5bce416285bbd463a45265403f,7_primary_experiment_report
team_b_alt:exp_002,team_b_alt,exp_002,exp_002 — conversions,train_example_construction,2026-08-11,"Пользователи с одинаковым объёмом активности могут сильно отличаться по качеству этой активности. Конверсии search→cart, search→order, cart→order, средний чек и доли GMV должны помочь модели лучше отличать простое browsing-поведение от покупательского.",К baseline-агрегатам добавлены ratio-фичи по всем данным до cutoff и окнам 7/14/30/60/120 дней.,"- CV по фолдам: validation cutoff 2026-01-15
- CV mean: RMSE 243.974514, MAE 65.601427, RMSLE 1.710919
- LB: не отправляли","Успех: RMSLE улучшился с 1.711195 до 1.710919. Улучшение маленькое, но направление полезное; ratio-фичи стоит оставить как новый baseline.","Модель: `HistGradientBoostingRegressor(loss=""squared_error"", learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05)`. Train cutoffs: 2025-10-01, 2025-11-01, 2025-12-01. Validation cutoff: 2026-01-15. Test cutoff для сабмита: 2026-02-14. Seed: 42 из `config.py`. Сабмит: `submissions/exp_002_conversions_hgbr.csv`.",unknown,unknown,unknown,unknown,успех,origin/team-b-strategy-1-impl,experiments/exp_002_conversions.md,experiments/team_b_alt/exp_002_conversions.md,29e7e36e67cb36eb4b88957d0eccbd74dcb2bdcbc40324232ccccb29f495822d,7_primary_experiment_report
team_b_alt:exp_003,team_b_alt,exp_003,exp_003 — trends,temporal_and_calendar,2026-08-11,"Будущая ценность пользователя должна зависеть не только от накопленной активности, но и от её направления. Если последние 7/30/60 дней заметно сильнее или слабее предыдущего сопоставимого периода, модель может лучше поймать рост или затухание спроса.","К baseline-агрегатам добавлены trend-фичи для `active_days`, `searches`, `to_cart`, `to_ord`, `gmv`: recent vs previous для 7/14, 30/60, 60/120 и daily-ratio для 7/30, 14/60, 30/120.","- CV по фолдам: validation cutoff 2026-01-15
- CV mean: RMSE 244.595270, MAE 65.603401, RMSLE 1.711856
- LB: не отправляли","Провал: RMSLE ухудшился с baseline 1.711195 до 1.711856. В текущей модели такие trend-фичи добавляют шум сильнее, чем полезный сигнал; в default-сабмит их отправлять не стоит.","Модель: `HistGradientBoostingRegressor(loss=""squared_error"", learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05)`. Feature set: `trends`. Train cutoffs: 2025-10-01, 2025-11-01, 2025-12-01. Validation cutoff: 2026-01-15. Seed: 42 из `config.py`.",unknown,unknown,unknown,unknown,unknown,origin/team-b-strategy-1-impl,experiments/exp_003_trends.md,experiments/team_b_alt/exp_003_trends.md,290a964df773b6a295eb3b8057d106b4bb5a4a60584f88650004d7523d55e56b,7_primary_experiment_report
team_b_alt:exp_004,team_b_alt,exp_004,exp_004 — recency,temporal_and_calendar,2026-08-11,"Для LTV важна не только суммарная активность, но и свежесть конкретных действий. Пользователь, который недавно покупал или добавлял в корзину, может иметь другой будущий GMV, чем пользователь с такой же исторической суммой, но давно не активный.","К baseline-агрегатам добавлены recency-фичи: дни с последнего `search`, `cat`, `to_cart`, `to_ord`, `gmv`, `search_to_cart`, `cat_to_cart`.","- CV по фолдам: validation cutoff 2026-01-15
- CV mean: RMSE 244.749083, MAE 65.600258, RMSLE 1.710617
- LB: не отправляли",Успех: RMSLE улучшился с baseline 1.711195 до 1.710617. Recency-фичи полезнее conversions на текущей HGBR-модели.,"Модель: `HistGradientBoostingRegressor(loss=""squared_error"", learning_rate=0.05, max_leaf_nodes=31, max_iter=250, l2_regularization=0.05)`. Feature set: `recency`. Train cutoffs: 2025-10-01, 2025-11-01, 2025-12-01. Validation cutoff: 2026-01-15. Seed: 42 из `config.py`.",unknown,unknown,unknown,unknown,успех,origin/team-b-strategy-1-impl,experiments/exp_004_recency.md,experiments/team_b_alt/exp_004_recency.md,d88bb6bf2ab5f9133f2210f2442525246e37b5093624e0da2da454c5276e59d4,7_primary_experiment_report
team_b_alt:exp_005,team_b_alt,exp_005,exp_005 — scale calibration,calibration_and_postprocessing,2026-08-11,"Так как метрика RMSLE штрафует относительные ошибки в log-space, модель с `log1p`-таргетом может выигрывать от простой пост-калибровки масштаба. Проверяем множители прогноза на чистом baseline.",После baseline HGBR-прогноза применён множитель `predict * scale`; модель и фичи не менялись.,"- CV по фолдам: validation cutoff 2026-01-15
- CV mean: лучший scale 0.65, RMSLE 1.672748
- LB: не отправляли","Сильный успех: RMSLE улучшился с 1.711195 до 1.672748. Для текущего validation модель лучше слегка занижать, чем оставлять сырые `expm1`-прогнозы.","Модель: HGBR baseline. Feature set: `baseline`. Проверенные scale: 0.45–0.90 и грубая сетка 0.7–2.0. Train cutoffs: 2025-10-01, 2025-11-01, 2025-12-01. Validation cutoff: 2026-01-15. Seed: 42 из `config.py`.",unknown,unknown,unknown,unknown,успех,origin/team-b-strategy-1-impl,experiments/exp_005_scale_calibration.md,experiments/team_b_alt/exp_005_scale_calibration.md,775f1c3b6cc7e711434c8d064c48068bcaacec35e67ac6af90de5b850de5f444,7_primary_experiment_report
