component_id,pairing_status,experiment_association,matched_run_id,primary_report_reference,link_status,oof_artifacts,test_artifacts,model_artifacts,notes
RENEWAL-01_20251002_s43,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_20251002_s43.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_20251002_s43.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_20251002_s44,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_20251002_s44.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_20251002_s44.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_20251016_s42,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_20251016_s42.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_20251016_s42.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_20251016_s43,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_20251016_s43.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_20251016_s43.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_20251016_s44,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_20251016_s44.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_20251016_s44.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_TEST_s42,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_TEST_s42.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_TEST_s42.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_TEST_s43,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_TEST_s43.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_TEST_s43.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RENEWAL-01_TEST_s44,model_only,independent_domain:exp_028;independent_renewal:exp_027,RENEWAL-01,no,linked_by_artifact_path_association,unknown,unknown,linked_worktree/independent_domain/artifacts/source_renewal/model_RENEWAL-01_TEST_s44.txt;linked_worktree/independent_renewal/artifacts/model_RENEWAL-01_TEST_s44.txt,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
RIDGE15,oof_and_test,component_family:ridge,RIDGE15,yes,linked_to_run_metric_id,artifacts/oof_RIDGE15.npz,artifacts/ztest_RIDGE15.npy,artifacts/model_RIDGE15.npz,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S04-A,oof_and_test,unknown,unknown,no,orphan_candidate,artifacts/oof_S04-A.npz,artifacts/ztest_S04-A.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S04-B,oof_and_test,unknown,unknown,no,orphan_candidate,artifacts/oof_S04-B.npz,artifacts/ztest_S04-B.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S04-C,oof_only,unknown,unknown,no,orphan_candidate,artifacts/oof_S04-C.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S04_ptest_s42,test_only,unknown,unknown,no,orphan_candidate,unknown,artifacts/S04_ptest_s42.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-B0,oof_only,unknown,unknown,yes,referenced_by_primary_report,artifacts/oof_S1-B0.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-CAP,test_only,unknown,unknown,yes,referenced_by_primary_report,unknown,artifacts/ztest_S1-CAP.npy;пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/artifacts/predictions/ztest_S1-CAP.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-DIST,oof_and_test,unknown,S1-DIST,yes,linked_to_run_metric_id,artifacts/oof_S1-DIST.npz,artifacts/ztest_S1-DIST.npy;пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/artifacts/predictions/ztest_S1-DIST.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-DIST-A,oof_only,unknown,unknown,yes,referenced_by_primary_report,artifacts/oof_S1-DIST-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-DIST-B,oof_only,unknown,unknown,yes,referenced_by_primary_report,artifacts/oof_S1-DIST-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-DIST-F4,test_only,unknown,S1-DIST-F4,yes,linked_to_run_metric_id,unknown,artifacts/ztest_S1-DIST-F4.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E01,oof_only,unknown,S1-E01,yes,linked_to_run_metric_id,artifacts/oof_S1-E01.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E02,oof_only,unknown,S1-E02,yes,linked_to_run_metric_id,artifacts/oof_S1-E02.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E03a,oof_only,unknown,S1-E03a,yes,linked_to_run_metric_id,artifacts/oof_S1-E03a.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E03b,oof_only,unknown,S1-E03b,yes,linked_to_run_metric_id,artifacts/oof_S1-E03b.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E03c,oof_only,unknown,S1-E03c,yes,linked_to_run_metric_id,artifacts/oof_S1-E03c.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E04,oof_only,unknown,S1-E04,yes,linked_to_run_metric_id,artifacts/oof_S1-E04.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E10,oof_only,unknown,S1-E10,yes,linked_to_run_metric_id,artifacts/oof_S1-E10.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-E11,oof_and_test,unknown,S1-E11,yes,linked_to_run_metric_id,artifacts/oof_S1-E11.npz,artifacts/ztest_S1-E11.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-NORM,test_only,unknown,unknown,yes,referenced_by_primary_report,unknown,artifacts/ztest_S1-NORM.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS,oof_only,unknown,S1-ROUNDS,yes,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A,oof_only,unknown,S1-ROUNDS-A,yes,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R1000,oof_only,unknown,S1-ROUNDS-A-R1000,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R1000.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R1200,oof_only,unknown,S1-ROUNDS-A-R1200,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R1200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R1400,oof_only,unknown,S1-ROUNDS-A-R1400,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R1400.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R300,oof_only,unknown,S1-ROUNDS-A-R300,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R450,oof_only,unknown,S1-ROUNDS-A-R450,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R450.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R600,oof_only,unknown,S1-ROUNDS-A-R600,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R600.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-A-R800,oof_only,unknown,S1-ROUNDS-A-R800,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-A-R800.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B,oof_only,unknown,S1-ROUNDS-B,yes,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R1000,oof_only,unknown,S1-ROUNDS-B-R1000,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R1000.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R1200,oof_only,unknown,S1-ROUNDS-B-R1200,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R1200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R1400,oof_only,unknown,S1-ROUNDS-B-R1400,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R1400.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R300,oof_only,unknown,S1-ROUNDS-B-R300,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R450,oof_only,unknown,S1-ROUNDS-B-R450,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R450.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R600,oof_only,unknown,S1-ROUNDS-B-R600,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R600.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-B-R800,oof_only,unknown,S1-ROUNDS-B-R800,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-B-R800.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R100,oof_only,unknown,S1-ROUNDS-R100,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R1000,oof_only,unknown,S1-ROUNDS-R1000,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R1000.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R1200,oof_only,unknown,S1-ROUNDS-R1200,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R1200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R125,oof_only,unknown,S1-ROUNDS-R125,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R125.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R1400,oof_only,unknown,S1-ROUNDS-R1400,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R1400.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R150,oof_only,unknown,S1-ROUNDS-R150,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R1600,oof_only,unknown,S1-ROUNDS-R1600,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R1600.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R200,oof_only,unknown,S1-ROUNDS-R200,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R25,oof_only,unknown,S1-ROUNDS-R25,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R25.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R250,oof_only,unknown,S1-ROUNDS-R250,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R300,oof_only,unknown,S1-ROUNDS-R300,yes,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R450,oof_only,unknown,S1-ROUNDS-R450,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R450.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R50,oof_only,unknown,S1-ROUNDS-R50,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R600,oof_only,unknown,S1-ROUNDS-R600,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R600.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R75,oof_only,unknown,S1-ROUNDS-R75,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDS-R800,oof_only,unknown,S1-ROUNDS-R800,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDS-R800.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A,oof_only,unknown,S1-ROUNDSL-A,yes,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R100,oof_only,unknown,S1-ROUNDSL-A-R100,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R125,oof_only,unknown,S1-ROUNDSL-A-R125,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R125.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R150,oof_only,unknown,S1-ROUNDSL-A-R150,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R200,oof_only,unknown,S1-ROUNDSL-A-R200,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R25,oof_only,unknown,S1-ROUNDSL-A-R25,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R25.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R250,oof_only,unknown,S1-ROUNDSL-A-R250,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R50,oof_only,unknown,S1-ROUNDSL-A-R50,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-A-R75,oof_only,unknown,S1-ROUNDSL-A-R75,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-A-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B,oof_only,unknown,S1-ROUNDSL-B,yes,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R100,oof_only,unknown,S1-ROUNDSL-B-R100,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R100.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R125,oof_only,unknown,S1-ROUNDSL-B-R125,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R125.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R150,oof_only,unknown,S1-ROUNDSL-B-R150,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R200,oof_only,unknown,S1-ROUNDSL-B-R200,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R25,oof_only,unknown,S1-ROUNDSL-B-R25,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R25.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R250,oof_only,unknown,S1-ROUNDSL-B-R250,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R50,oof_only,unknown,S1-ROUNDSL-B-R50,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R50.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-B-R75,oof_only,unknown,S1-ROUNDSL-B-R75,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-B-R75.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-ROUNDSL-R300,oof_only,unknown,S1-ROUNDSL-R300,no,linked_to_run_metric_id,artifacts/oof_S1-ROUNDSL-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED42,oof_only,unknown,S1-SEED42,yes,linked_to_run_metric_id,artifacts/oof_S1-SEED42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED43,oof_only,unknown,S1-SEED43,yes,linked_to_run_metric_id,artifacts/oof_S1-SEED43.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED43-A,oof_only,unknown,S1-SEED43-A,no,linked_to_run_metric_id,artifacts/oof_S1-SEED43-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED43-B,oof_only,unknown,S1-SEED43-B,no,linked_to_run_metric_id,artifacts/oof_S1-SEED43-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED44,oof_only,unknown,S1-SEED44,yes,linked_to_run_metric_id,artifacts/oof_S1-SEED44.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED44-A,oof_only,unknown,S1-SEED44-A,no,linked_to_run_metric_id,artifacts/oof_S1-SEED44-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED44-B,oof_only,unknown,S1-SEED44-B,no,linked_to_run_metric_id,artifacts/oof_S1-SEED44-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED45,oof_only,unknown,S1-SEED45,yes,linked_to_run_metric_id,artifacts/oof_S1-SEED45.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED45-A,oof_only,unknown,S1-SEED45-A,no,linked_to_run_metric_id,artifacts/oof_S1-SEED45-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED45-B,oof_only,unknown,S1-SEED45-B,no,linked_to_run_metric_id,artifacts/oof_S1-SEED45-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED46,oof_only,unknown,S1-SEED46,yes,linked_to_run_metric_id,artifacts/oof_S1-SEED46.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED46-A,oof_only,unknown,S1-SEED46-A,no,linked_to_run_metric_id,artifacts/oof_S1-SEED46-A.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEED46-B,oof_only,unknown,S1-SEED46-B,no,linked_to_run_metric_id,artifacts/oof_S1-SEED46-B.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEEDAVG3,oof_only,unknown,S1-SEEDAVG3,yes,linked_to_run_metric_id,artifacts/oof_S1-SEEDAVG3.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-SEEDAVG5,oof_only,unknown,S1-SEEDAVG5,yes,linked_to_run_metric_id,artifacts/oof_S1-SEEDAVG5.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S1-UNC,test_only,unknown,unknown,yes,referenced_by_primary_report,unknown,artifacts/ztest_S1-UNC.npy;пайплайн сокомандника/friend_original/submission_STRONGEST_CURRENT/artifacts/predictions/ztest_S1-UNC.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
S2-STRUCT,test_only,team_a_s2:exp_012,unknown,no,linked_by_artifact_path_association,unknown,linked_worktree/team_a_s2/artifacts/ztest_S2-STRUCT.npy,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-BASELINE-B-AVG3-R300,oof_only,unknown,SAMPLE-BASELINE-B-AVG3-R300,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-BASELINE-B-AVG3-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-DENSE-S3-F422-S42,oof_only,unknown,SAMPLE-DENSE-S3-F422-S42,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-DENSE-S3-F422-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-DENSE-S3-F422-S42-R150,oof_only,unknown,SAMPLE-DENSE-S3-F422-S42-R150,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-DENSE-S3-F422-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-DENSE-S3-F422-S42-R200,oof_only,unknown,SAMPLE-DENSE-S3-F422-S42-R200,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-DENSE-S3-F422-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-DENSE-S3-F422-S42-R250,oof_only,unknown,SAMPLE-DENSE-S3-F422-S42-R250,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-DENSE-S3-F422-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-DENSE-S3-F422-S42-R300,oof_only,unknown,SAMPLE-DENSE-S3-F422-S42-R300,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-DENSE-S3-F422-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-DENSE-S3-F422-S42-R450,oof_only,unknown,SAMPLE-DENSE-S3-F422-S42-R450,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-DENSE-S3-F422-S42-R450.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-AVG3-R200,oof_only,unknown,SAMPLE-TB0-AVG3-R200,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-AVG3-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S42,oof_only,unknown,SAMPLE-TB0-S42,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S42.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S42-R150,oof_only,unknown,SAMPLE-TB0-S42-R150,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S42-R150.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S42-R200,oof_only,unknown,SAMPLE-TB0-S42-R200,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S42-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S42-R250,oof_only,unknown,SAMPLE-TB0-S42-R250,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S42-R250.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S42-R300,oof_only,unknown,SAMPLE-TB0-S42-R300,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S42-R300.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S42-R450,oof_only,unknown,SAMPLE-TB0-S42-R450,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S42-R450.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S43,oof_only,unknown,SAMPLE-TB0-S43,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S43.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S43-R200,oof_only,unknown,SAMPLE-TB0-S43-R200,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S43-R200.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
SAMPLE-TB0-S44,oof_only,unknown,SAMPLE-TB0-S44,no,linked_to_run_metric_id,artifacts/oof_SAMPLE-TB0-S44.npz,unknown,unknown,Orphan candidate means no mechanical link was recovered; it does not assert the artifact was unused.
